,title,top_cast
1926,The African Queen,Richard Marner
1926,The African Queen,Harry Arbour
1926,The African Queen,Errol John
1926,The African Queen,Joseph Layode
1926,The African Queen,Gerald Onn
1926,The African Queen,"John von Kotze"""
1927,Hocus Pocus,Bette Midler
1927,Hocus Pocus,Sarah Jessica Parker
1927,Hocus Pocus,Kathy Najimy
1927,Hocus Pocus,Omri Katz
1927,Hocus Pocus,Thora Birch
1927,Hocus Pocus,Vinessa Shaw
1927,Hocus Pocus,Amanda Shepherd
1927,Hocus Pocus,Larry Bagby
1927,Hocus Pocus,Tobias Jelinek
1927,Hocus Pocus,Stephanie Faracy
1927,Hocus Pocus,Charles Rocket
1927,Hocus Pocus,Doug Jones
1927,Hocus Pocus,Karyn Malchus
1927,Hocus Pocus,Sean Murray
1927,Hocus Pocus,Steve Voboril
1927,Hocus Pocus,Norbert Weisser
1927,Hocus Pocus,Kathleen Freeman
1927,Hocus Pocus,D.A. Pauley
1928,The Lost Daughter,Olivia Colman
1928,The Lost Daughter,Jessie Buckley
1928,The Lost Daughter,Dakota Johnson
1928,The Lost Daughter,Ed Harris
1928,The Lost Daughter,Peter Sarsgaard
1928,The Lost Daughter,Paul Mescal
1928,The Lost Daughter,Dagmara Dominczyk
1928,The Lost Daughter,Robyn Elwell
1928,The Lost Daughter,Jack Farthing
1928,The Lost Daughter,Ellie Mae Blake
1928,The Lost Daughter,Oliver Jackson-Cohen
1928,The Lost Daughter,Panos Koronis
1928,The Lost Daughter,Alexandros Mylonas
1928,The Lost Daughter,Alba Rohrwacher
1928,The Lost Daughter,Nikos Poursanidis
1928,The Lost Daughter,Athena Martin Anderson
1928,The Lost Daughter,Konstantinos Samaa
1928,The Lost Daughter,Emmanouela Zacharopoulou
1929,Monster House,Mitchel Musso
1929,Monster House,Sam Lerner
1929,Monster House,Spencer Locke
1929,Monster House,Ryan Whitney
1929,Monster House,Steve Buscemi
1929,Monster House,Catherine O'Hara
1929,Monster House,Fred Willard
1929,Monster House,Woody Schultz
1929,Monster House,Ian McConnel
1929,Monster House,Maggie Gyllenhaal
1929,Monster House,Jason Lee
1929,Monster House,Kevin James
1929,Monster House,Nick Cannon
1929,Monster House,Jon Heder
1929,Monster House,Kathleen Turner
1929,Monster House,Erik Walker
1929,Monster House,Matthew Fahey
1929,Monster House,Brittany Curran
1930,The Squid and the Whale,Owen Kline
1930,The Squid and the Whale,Jeff Daniels
1930,The Squid and the Whale,Laura Linney
1930,The Squid and the Whale,Jesse Eisenberg
1930,The Squid and the Whale,William Baldwin
1930,The Squid and the Whale,David Benger
1930,The Squid and the Whale,Anna Paquin
1930,The Squid and the Whale,Molly Barton
1930,The Squid and the Whale,Bo Berkman
1930,The Squid and the Whale,Matthew Kaplan
1930,The Squid and the Whale,Simon Kaplan
1930,The Squid and the Whale,Matthew Kirsch
1930,The Squid and the Whale,Daniella Markowicz
1930,The Squid and the Whale,Elizabeth Meriwether
1930,The Squid and the Whale,Ben Schrank
1930,The Squid and the Whale,Amy Srebnick
1930,The Squid and the Whale,Josh Srebnick
1930,The Squid and the Whale,Emma Straub
1931,The Darkest Hour,Emile Hirsch
1931,The Darkest Hour,Olivia Thirlby
1931,The Darkest Hour,Max Minghella
1931,The Darkest Hour,Rachael Taylor
1931,The Darkest Hour,Joel Kinnaman
1931,The Darkest Hour,Veronika Vernadskaya
1931,The Darkest Hour,Dato Bakhtadze
1931,The Darkest Hour,Gosha Kutsenko
1931,The Darkest Hour,Nikolay Efremov
1931,The Darkest Hour,Georgiy Gromov
1931,The Darkest Hour,Artur Smolyaninov
1931,The Darkest Hour,Anna Rudakova
1931,The Darkest Hour,Pyotr Fyodorov
1931,The Darkest Hour,Ivan Gromov
1931,The Darkest Hour,Aleksandr Chernykh
1931,The Darkest Hour,Oleg Poddubnyy
1931,The Darkest Hour,Vasiliy Fursenko
1931,The Darkest Hour,Ilya Ivanov
1932,The Young Victoria,Emily Blunt
1932,The Young Victoria,Rupert Friend
1932,The Young Victoria,Paul Bettany
1932,The Young Victoria,Miranda Richardson
1932,The Young Victoria,Jim Broadbent
1932,The Young Victoria,Thomas Kretschmann
1932,The Young Victoria,Mark Strong
1932,The Young Victoria,Jesper Christensen
1932,The Young Victoria,Harriet Walter
1932,The Young Victoria,Jeanette Hain
1932,The Young Victoria,Julian Glover
1932,The Young Victoria,Michael Maloney
1932,The Young Victoria,Michiel Huisman
1932,The Young Victoria,Genevieve O'Reilly
1932,The Young Victoria,Rachael Stirling
1932,The Young Victoria,Morven Christie
1932,The Young Victoria,Josef Altin
1932,The Young Victoria,Tom Brooke
1933,The Equalizer 2,Denzel Washington
1933,The Equalizer 2,Pedro Pascal
1933,The Equalizer 2,Ashton Sanders
1933,The Equalizer 2,Orson Bean
1933,The Equalizer 2,Bill Pullman
1933,The Equalizer 2,Melissa Leo
1933,The Equalizer 2,Jonathan Scarfe
1933,The Equalizer 2,Sakina Jaffrey
1933,The Equalizer 2,Kazy Tauginas
1933,The Equalizer 2,Garrett Golden
1933,The Equalizer 2,Adam Karst
1933,The Equalizer 2,Alican Barlas
1933,The Equalizer 2,Rhys Olivia Cote
1933,The Equalizer 2,Tamara Hickey
1933,The Equalizer 2,Ken Baltin
1933,The Equalizer 2,Colin Allen
1933,The Equalizer 2,Antoine de Lartigue
1933,The Equalizer 2,Abigail Marlowe
1934,Forrest Gump,Tom Hanks
1934,Forrest Gump,Robin Wright
1934,Forrest Gump,Gary Sinise
1934,Forrest Gump,Sally Field
1934,Forrest Gump,Rebecca Williams
1934,Forrest Gump,Michael Conner Humphreys
1934,Forrest Gump,Harold G. Herthum
1934,Forrest Gump,George Kelly
1934,Forrest Gump,Bob Penny
1934,Forrest Gump,John Randall
1934,Forrest Gump,Sam Anderson
1934,Forrest Gump,Margo Moorer
1934,Forrest Gump,Ione M. Telech
1934,Forrest Gump,Christine Seabrook
1934,Forrest Gump,John Worsham
1934,Forrest Gump,Peter Dobson
1934,Forrest Gump,Siobhan Fallon Hogan
1934,Forrest Gump,Alexander Zemeckis
1935,The Fog,Adrienne Barbeau
1935,The Fog,Jamie Lee Curtis
1935,The Fog,Janet Leigh
1935,The Fog,John Houseman
1935,The Fog,Tom Atkins
1935,The Fog,James Canning
1935,The Fog,Charles Cyphers
1935,The Fog,Nancy Kyes
1935,The Fog,Ty Mitchell
1935,The Fog,Hal Holbrook
1935,The Fog,John F. Goff
1935,The Fog,George 'Buck' Flower
1935,The Fog,Regina Waldon
1935,The Fog,Jim Haynie
1935,The Fog,Darrow Igus
1935,The Fog,John Vick
1935,The Fog,Jim Jacobus
1935,The Fog,Fred Franklyn
1936,Life of Brian,Graham Chapman
1936,Life of Brian,John Cleese
1936,Life of Brian,Michael Palin
1936,Life of Brian,Terry Gilliam
1936,Life of Brian,Eric Idle
1936,Life of Brian,Terry Jones
1936,Life of Brian,Terence Bayler
1936,Life of Brian,Carol Cleveland
1936,Life of Brian,Kenneth Colley
1936,Life of Brian,Neil Innes
1936,Life of Brian,Charles McKeown
1936,Life of Brian,John Young
1936,Life of Brian,Gwen Taylor
1936,Life of Brian,Sue Jones-Davies
1936,Life of Brian,Peter Brett
1936,Life of Brian,John Case
1936,Life of Brian,Chris Langham
1936,Life of Brian,Andrew MacLachlan
1937,Rumor Has It...,Jennifer Aniston
1937,Rumor Has It...,Mark Ruffalo
1937,Rumor Has It...,Shirley MacLaine
1937,Rumor Has It...,Kevin Costner
1937,Rumor Has It...,Richard Jenkins
1937,Rumor Has It...,Christopher McDonald
1937,Rumor Has It...,Steve Sandvoss
1937,Rumor Has It...,Mena Suvari
1937,Rumor Has It...,Mike Vogel
1937,Rumor Has It...,Rob Lanza
1937,Rumor Has It...,Lisa Vachon
1937,Rumor Has It...,Trevor Stock
1937,Rumor Has It...,Jennifer Taylor
1937,Rumor Has It...,Marcia Ann Burrs
1937,Rumor Has It...,Lynn Wanlass
1937,Rumor Has It...,Mary Anne McGarry
1937,Rumor Has It...,Maree Cheatham
1937,Rumor Has It...,Gloria Grant
1938,Central Intelligence,Dwayne Johnson
1938,Central Intelligence,Kevin Hart
1938,Central Intelligence,Danielle Nicolet
1938,Central Intelligence,Amy Ryan
1938,Central Intelligence,Jason Bateman
1938,Central Intelligence,Aaron Paul
1938,Central Intelligence,Ryan Hansen
1938,Central Intelligence,Tim Griffin
1938,Central Intelligence,Timothy John Smith
1938,Central Intelligence,Sione Kelepi
1938,Central Intelligence,Dylan Boyack
1938,Central Intelligence,Thomas Kretschmann
1938,Central Intelligence,Megan Park
1938,Central Intelligence,George Carroll
1938,Central Intelligence,Annie Kerins
1938,Central Intelligence,Nate Richman
1938,Central Intelligence,Robert Woo
1938,Central Intelligence,Kumail Nanjiani
1939,42,Chadwick Boseman
1939,42,T.R. Knight
1939,42,Harrison Ford
1939,42,Nicole Beharie
1939,42,Christopher Meloni
1939,42,Ryan Merriman
1939,42,Lucas Black
1939,42,André Holland
1939,42,Alan Tudyk
1939,42,Hamish Linklater
1939,42,John C. McGinley
1939,42,Toby Huss
1939,42,Max Gail
1939,42,Brad Beyer
1939,42,James Pickens Jr.
1939,42,Gino Anthony Pesi
1939,42,Brett Cullen
1939,42,Jesse Luken
1940,Edward Scissorhands,Johnny Depp
1940,Edward Scissorhands,Winona Ryder
1940,Edward Scissorhands,Dianne Wiest
1940,Edward Scissorhands,Anthony Michael Hall
1940,Edward Scissorhands,Kathy Baker
1940,Edward Scissorhands,Robert Oliveri
1940,Edward Scissorhands,Conchata Ferrell
1940,Edward Scissorhands,Caroline Aaron
1940,Edward Scissorhands,Dick Anthony Williams
1940,Edward Scissorhands,O-Lan Jones
1940,Edward Scissorhands,Vincent Price
1940,Edward Scissorhands,Alan Arkin
1940,Edward Scissorhands,Susan Blommaert
1940,Edward Scissorhands,Linda Perri
1940,Edward Scissorhands,John Davidson
1940,Edward Scissorhands,Biff Yeager
1940,Edward Scissorhands,Marti Greenberg
1940,Edward Scissorhands,Bryan Larkin
1941,Incredibles 2,Craig T. Nelson
1941,Incredibles 2,Holly Hunter
1941,Incredibles 2,Sarah Vowell
1941,Incredibles 2,Huck Milner
1941,Incredibles 2,Catherine Keener
1941,Incredibles 2,Eli Fucile
1941,Incredibles 2,Bob Odenkirk
1941,Incredibles 2,Samuel L. Jackson
1941,Incredibles 2,Michael Bird
1941,Incredibles 2,Sophia Bush
1941,Incredibles 2,Brad Bird
1941,Incredibles 2,Phil LaMarr
1941,Incredibles 2,Isabella Rossellini
1941,Incredibles 2,Adam Gates
1941,Incredibles 2,Jonathan Banks
1941,Incredibles 2,John Ratzenberger
1941,Incredibles 2,Bill Wise
1941,Incredibles 2,Nicholas Bird
1942,Captain America: The First Avenger,Chris Evans
1942,Captain America: The First Avenger,Hugo Weaving
1942,Captain America: The First Avenger,Samuel L. Jackson
1942,Captain America: The First Avenger,Hayley Atwell
1942,Captain America: The First Avenger,Sebastian Stan
1942,Captain America: The First Avenger,Tommy Lee Jones
1942,Captain America: The First Avenger,Dominic Cooper
1942,Captain America: The First Avenger,Richard Armitage
1942,Captain America: The First Avenger,Stanley Tucci
1942,Captain America: The First Avenger,Toby Jones
1942,Captain America: The First Avenger,Neal McDonough
1942,Captain America: The First Avenger,Derek Luke
1942,Captain America: The First Avenger,Kenneth Choi
1942,Captain America: The First Avenger,JJ Feild
1942,Captain America: The First Avenger,Bruno Ricci
1942,Captain America: The First Avenger,Lex Shrapnel
1942,Captain America: The First Avenger,Michael Brandon
1942,Captain America: The First Avenger,Martin Sherman
1943,The Maze Runner,Dylan O'Brien
1943,The Maze Runner,Kaya Scodelario
1943,The Maze Runner,Will Poulter
1943,The Maze Runner,Thomas Brodie-Sangster
1943,The Maze Runner,Aml Ameen
1943,The Maze Runner,Ki Hong Lee
1943,The Maze Runner,Blake Cooper
1943,The Maze Runner,Dexter Darden
1943,The Maze Runner,Chris Sheffield
1943,The Maze Runner,Joe Adler
1943,The Maze Runner,Alexander Flores
1943,The Maze Runner,Jacob Latimore
1943,The Maze Runner,Randall D. Cunningham
1943,The Maze Runner,Patricia Clarkson
1943,The Maze Runner,Don McManus
1943,The Maze Runner,Michael Bow
1943,The Maze Runner,Jerry Clark
1943,The Maze Runner,Michael Deville
1944,Lethal Weapon 4,Mel Gibson
1944,Lethal Weapon 4,Danny Glover
1944,Lethal Weapon 4,Joe Pesci
1944,Lethal Weapon 4,Rene Russo
1944,Lethal Weapon 4,Chris Rock
1944,Lethal Weapon 4,Jet Li
1944,Lethal Weapon 4,Steve Kahan
1944,Lethal Weapon 4,Kim Chan
1944,Lethal Weapon 4,Darlene Love
1944,Lethal Weapon 4,Traci Wolfe
1944,Lethal Weapon 4,Eddy Ko
1944,Lethal Weapon 4,Jack Kehler
1944,Lethal Weapon 4,Calvin Jung
1944,Lethal Weapon 4,Damon Hines
1944,Lethal Weapon 4,Ebonie Smith
1944,Lethal Weapon 4,Mary Ellen Trainor
1944,Lethal Weapon 4,Steven Lam
1944,Lethal Weapon 4,Michael Chow
1945,The Blind Side,Quinton Aaron
1945,The Blind Side,Sandra Bullock
1945,The Blind Side,Tim McGraw
1945,The Blind Side,Jae Head
1945,The Blind Side,Lily Collins
1945,The Blind Side,Ray McKinnon
1945,The Blind Side,Kim Dickens
1945,The Blind Side,Adriane Lenox
1945,The Blind Side,Kathy Bates
1945,The Blind Side,Catherine Dyer
1945,The Blind Side,Andy Stahl
1945,The Blind Side,Tom Nowicki
1945,The Blind Side,Libby Whittemore
1945,The Blind Side,Brian Hollan
1945,The Blind Side,Melody Weintraub
1945,The Blind Side,Sharon Conley
1945,The Blind Side,Omar J. Dorsey
1945,The Blind Side,Paul Amadi
1946,"tick, tick...BOOM!",Andrew Garfield
1946,"tick, tick...BOOM!",Alexandra Shipp
1946,"tick, tick...BOOM!",Robin de Jesus
1946,"tick, tick...BOOM!",Vanessa Hudgens
1946,"tick, tick...BOOM!",Joshua Henry
1946,"tick, tick...BOOM!",Jonathan Marc Sherman
1946,"tick, tick...BOOM!",Michaela Jaé (MJ) Rodriguez
1946,"tick, tick...BOOM!",Ben Levi Ross
1946,"tick, tick...BOOM!",Judith Light
1946,"tick, tick...BOOM!",Bradley Whitford
1946,"tick, tick...BOOM!",Laura Benanti
1946,"tick, tick...BOOM!",Danielle Ferland
1946,"tick, tick...BOOM!",Micaela Diamond
1946,"tick, tick...BOOM!",Utkarsh Ambudkar
1946,"tick, tick...BOOM!",Gizel Jimenez
1946,"tick, tick...BOOM!",Kate Rockwell
1946,"tick, tick...BOOM!",Aneesa Folds
1946,"tick, tick...BOOM!",Joel Perez
1947,Vice,Christian Bale
1947,Vice,Amy Adams
1947,Vice,Steve Carell
1947,Vice,Sam Rockwell
1947,Vice,Alison Pill
1947,Vice,Eddie Marsan
1947,Vice,Justin Kirk
1947,Vice,LisaGay Hamilton
1947,Vice,Jesse Plemons
1947,Vice,Bill Camp
1947,Vice,Don McManus
1947,Vice,Lily Rabe
1947,Vice,Shea Whigham
1947,Vice,Stephen Adly Guirgis
1947,Vice,Tyler Perry
1947,Vice,Josh Latzer
1947,Vice,Jeff Bosley
1947,Vice,Camille James Harman
1948,Paranormal Activity 4,Stephen Dunham
1948,Paranormal Activity 4,Katie Featherston
1948,Paranormal Activity 4,Matt Shively
1948,Paranormal Activity 4,Brendon Eggertsen
1948,Paranormal Activity 4,Kathryn Newton
1948,Paranormal Activity 4,Aiden Lovekamp
1948,Paranormal Activity 4,Brady Allen
1948,Paranormal Activity 4,Alexondra Lee
1948,Paranormal Activity 4,Georgica Pettus
1948,Paranormal Activity 4,Alisha Boe
1948,Paranormal Activity 4,Constance Esposito
1948,Paranormal Activity 4,Ty Dawson
1948,Paranormal Activity 4,Jonah Pasco
1948,Paranormal Activity 4,Rightor Doyle
1948,Paranormal Activity 4,Tamara Bersane
1948,Paranormal Activity 4,Jennifer Hale
1948,Paranormal Activity 4,Robert Clotworthy
1948,Paranormal Activity 4,Esther Austin
1949,Runaway Jury,John Cusack
1949,Runaway Jury,Rachel Weisz
1949,Runaway Jury,Gene Hackman
1949,Runaway Jury,Dustin Hoffman
1949,Runaway Jury,Bruce Davison
1949,Runaway Jury,Bruce McGill
1949,Runaway Jury,Jeremy Piven
1949,Runaway Jury,Nick Searcy
1949,Runaway Jury,Stanley Anderson
1949,Runaway Jury,Cliff Curtis
1949,Runaway Jury,Nestor Serrano
1949,Runaway Jury,Leland Orser
1949,Runaway Jury,Jennifer Beals
1949,Runaway Jury,Gerry Bamman
1949,Runaway Jury,Joanna Going
1949,Runaway Jury,Bill Nunn
1949,Runaway Jury,Juanita Jennings
1949,Runaway Jury,Marguerite Moreau
1950,A Scanner Darkly,Keanu Reeves
1950,A Scanner Darkly,Winona Ryder
1950,A Scanner Darkly,Robert Downey Jr.
1950,A Scanner Darkly,Rory Cochrane
1950,A Scanner Darkly,Mitch Baker
1950,A Scanner Darkly,Sean Allen
1950,A Scanner Darkly,Cliff Haby
1950,A Scanner Darkly,Steven Chester Prince
1950,A Scanner Darkly,Natasha Janina Valdez
1950,A Scanner Darkly,Mark Turner
1950,A Scanner Darkly,Woody Harrelson
1950,A Scanner Darkly,Chamblee Ferguson
1950,A Scanner Darkly,Angela Rawna
1950,A Scanner Darkly,Eliza Stevens
1950,A Scanner Darkly,Sarah Menchaca
1950,A Scanner Darkly,Melody Chase
1950,A Scanner Darkly,Leif Anders
1950,A Scanner Darkly,Turk Pipkin
1951,Austin Powers: International Man of Mystery,Mike Myers
1951,Austin Powers: International Man of Mystery,Elizabeth Hurley
1951,Austin Powers: International Man of Mystery,Michael York
1951,Austin Powers: International Man of Mystery,Mimi Rogers
1951,Austin Powers: International Man of Mystery,Robert Wagner
1951,Austin Powers: International Man of Mystery,Seth Green
1951,Austin Powers: International Man of Mystery,Fabiana Udenio
1951,Austin Powers: International Man of Mystery,Mindy Sterling
1951,Austin Powers: International Man of Mystery,Paul Dillon
1951,Austin Powers: International Man of Mystery,Charles Napier
1951,Austin Powers: International Man of Mystery,Will Ferrell
1951,Austin Powers: International Man of Mystery,Joann Richter
1951,Austin Powers: International Man of Mystery,Anastasia Sakelaris
1951,Austin Powers: International Man of Mystery,Afifi Alaouie
1951,Austin Powers: International Man of Mystery,Monet Mazur
1951,Austin Powers: International Man of Mystery,Mark Bringelson
1951,Austin Powers: International Man of Mystery,Clint Howard
1951,Austin Powers: International Man of Mystery,Elya Baskin
1952,The Others,Nicole Kidman
1952,The Others,Christopher Eccleston
1952,The Others,Fionnula Flanagan
1952,The Others,Alakina Mann
1952,The Others,James Bentley
1952,The Others,Eric Sykes
1952,The Others,Elaine Cassidy
1952,The Others,Renée Asherson
1952,The Others,Gordon Reid
1952,The Others,Keith Allen
1952,The Others,Michelle Fairley
1952,The Others,Alexander Vince
1952,The Others,Ricardo López
1952,The Others,"Aldo Grilo"""
1953,The Haunting in Connecticut,Virginia Madsen
1953,The Haunting in Connecticut,Martin Donovan
1953,The Haunting in Connecticut,Elias Koteas
1953,The Haunting in Connecticut,Kyle Gallner
1953,The Haunting in Connecticut,Amanda Crew
1953,The Haunting in Connecticut,Sophi Knight
1953,The Haunting in Connecticut,Ty Wood
1953,The Haunting in Connecticut,Erik Berg
1953,The Haunting in Connecticut,John Bluethner
1953,The Haunting in Connecticut,D.W. Brown
1953,The Haunting in Connecticut,John B. Lowe
1953,The Haunting in Connecticut,Adriana O'Neil
1953,The Haunting in Connecticut,Will Woytowich
1953,The Haunting in Connecticut,James Durham
1953,The Haunting in Connecticut,Darren Ross
1953,The Haunting in Connecticut,Sarah Constible
1953,The Haunting in Connecticut,Blake Taylor
1953,The Haunting in Connecticut,Keith James
1954,Mommy,Anne Dorval
1954,Mommy,Antoine Olivier Pilon
1954,Mommy,Suzanne Clément
1954,Mommy,Patrick Huard
1954,Mommy,Alexandre Goyette
1954,Mommy,Michèle Lituac
1954,Mommy,Viviane Pascal
1954,Mommy,Natalie Hamel-Roy
1954,Mommy,Isabelle Nélisse
1954,Mommy,Ted Pluviose
1954,Mommy,Pierre-Yves Cardinal
1954,Mommy,Reda Guerinik
1954,Mommy,Justin Laramée
1954,Mommy,Sabrina Bisson
1954,Mommy,Huguette Gervais
1954,Mommy,Vincent Fafard
1954,Mommy,Jean-Philippe Baril-Guérard
1954,Mommy,Dominic Desnoyers
1955,Florence Foster Jenkins,Meryl Streep
1955,Florence Foster Jenkins,Hugh Grant
1955,Florence Foster Jenkins,Simon Helberg
1955,Florence Foster Jenkins,Rebecca Ferguson
1955,Florence Foster Jenkins,Nina Arianda
1955,Florence Foster Jenkins,Stanley Townsend
1955,Florence Foster Jenkins,Allan Corduner
1955,Florence Foster Jenkins,Christian McKay
1955,Florence Foster Jenkins,David Haig
1955,Florence Foster Jenkins,John Sessions
1955,Florence Foster Jenkins,Brid Brennan
1955,Florence Foster Jenkins,John Kavanagh
1955,Florence Foster Jenkins,Pat Starr
1955,Florence Foster Jenkins,Maggie Steed
1955,Florence Foster Jenkins,Thelma Barlow
1955,Florence Foster Jenkins,Liza Ross
1955,Florence Foster Jenkins,Paola Dionisotti
1955,Florence Foster Jenkins,Rhoda Lewis
1956,Old Boy,Choi Min-sik
1956,Old Boy,Yoo Ji-Tae
1956,Old Boy,Kang Hye-jeong
1956,Old Boy,Kim Byeong-Ok
1956,Old Boy,Dae-han Ji
1956,Old Boy,Dal-su Oh
1956,Old Boy,Seung-shin Lee
1956,Old Boy,Jin-Seo Yoon
1956,Old Boy,Tae-kyung Oh
1956,Old Boy,Yoo Yeon-Seok
1956,Old Boy,Il-han Oo
1956,Old Boy,Young-hee Lee
1956,Old Boy,Young-ae Kim
1956,Old Boy,Mi Mi Lee
1956,Old Boy,Jae-Duk Han
1956,Old Boy,Jung Ae Kwak
1956,Old Boy,San Kim
1956,Old Boy,Chae-soo Jang
1957,127 Hours,James Franco
1957,127 Hours,Amber Tamblyn
1957,127 Hours,Kate Mara
1957,127 Hours,Sean Bott
1957,127 Hours,Koleman Stinger
1957,127 Hours,Treat Williams
1957,127 Hours,John Lawrence
1957,127 Hours,Kate Burton
1957,127 Hours,Bailee Michelle Johnson
1957,127 Hours,Parker Hadley
1957,127 Hours,Clémence Poésy
1957,127 Hours,Fenton Quinn
1957,127 Hours,Lizzy Caplan
1957,127 Hours,Peter Joshua Hull
1957,127 Hours,Pieter Jan Brugge
1957,127 Hours,Rebecca C. Olson
1957,127 Hours,Jeffrey Wood
1957,127 Hours,Norman Lehnert
1958,Dan in Real Life,Steve Carell
1958,Dan in Real Life,Juliette Binoche
1958,Dan in Real Life,Dane Cook
1958,Dan in Real Life,Alison Pill
1958,Dan in Real Life,Britt Robertson
1958,Dan in Real Life,Marlene Lawston
1958,Dan in Real Life,Dianne Wiest
1958,Dan in Real Life,John Mahoney
1958,Dan in Real Life,Norbert Leo Butz
1958,Dan in Real Life,Amy Ryan
1958,Dan in Real Life,Jessica Hecht
1958,Dan in Real Life,Frank Wood
1958,Dan in Real Life,Henry Priest Miller
1958,Dan in Real Life,Ella Miller
1958,Dan in Real Life,CJ Adams
1958,Dan in Real Life,Jessica Lussier
1958,Dan in Real Life,Seth D'Antuono
1958,Dan in Real Life,Margot Janson
1959,Pet Sematary,Jason Clarke
1959,Pet Sematary,Amy Seimetz
1959,Pet Sematary,John Lithgow
1959,Pet Sematary,Jeté Laurence
1959,Pet Sematary,Hugo Lavoie
1959,Pet Sematary,Lucas Lavoie
1959,Pet Sematary,Obssa Ahmed
1959,Pet Sematary,Alyssa Brooke Levine
1959,Pet Sematary,Maria Herrera
1959,Pet Sematary,Frank Schorpion
1959,Pet Sematary,Linda E. Smith
1959,Pet Sematary,Sonia Maria Chirila
1959,Pet Sematary,Naomi Frenette
1959,Pet Sematary,Suzi Stingl
1959,Pet Sematary,Kelly Lee
1959,Pet Sematary,Nina Lauren
1959,Pet Sematary,Alison O'Donnell
1959,Pet Sematary,Raphaël Laporte
1960,Being John Malkovich,John Cusack
1960,Being John Malkovich,Cameron Diaz
1960,Being John Malkovich,Catherine Keener
1960,Being John Malkovich,John Malkovich
1960,Being John Malkovich,Ned Bellamy
1960,Being John Malkovich,Eric Weinstein
1960,Being John Malkovich,Madison Lanc
1960,Being John Malkovich,Octavia Spencer
1960,Being John Malkovich,Mary Kay Place
1960,Being John Malkovich,Orson Bean
1960,Being John Malkovich,K.K. Dodds
1960,Being John Malkovich,Reginald C. Hayes
1960,Being John Malkovich,Byrne Piven
1960,Being John Malkovich,Judith Wetzell
1960,Being John Malkovich,Kevin Carroll
1960,Being John Malkovich,Willie Garson
1960,Being John Malkovich,W. Earl Brown
1960,Being John Malkovich,Charlie Sheen
1961,The Great Gatsby,Leonardo DiCaprio
1961,The Great Gatsby,Carey Mulligan
1961,The Great Gatsby,Joel Edgerton
1961,The Great Gatsby,Tobey Maguire
1961,The Great Gatsby,Lisa Adam
1961,The Great Gatsby,Frank Aldridge
1961,The Great Gatsby,Amitabh Bachchan
1961,The Great Gatsby,Steve Bisley
1961,The Great Gatsby,Richard Carter
1961,The Great Gatsby,Jason Clarke
1961,The Great Gatsby,Adelaide Clemens
1961,The Great Gatsby,Vince Colosimo
1961,The Great Gatsby,Max Cullen
1961,The Great Gatsby,Mal Day
1961,The Great Gatsby,Elizabeth Debicki
1961,The Great Gatsby,Emmanuel Ekwensi
1961,The Great Gatsby,Eden Falk
1961,The Great Gatsby,Isla Fisher
1962,Urban Legend,Jared Leto
1962,Urban Legend,Alicia Witt
1962,Urban Legend,Rebecca Gayheart
1962,Urban Legend,Michael Rosenbaum
1962,Urban Legend,Loretta Devine
1962,Urban Legend,Joshua Jackson
1962,Urban Legend,Tara Reid
1962,Urban Legend,John Neville
1962,Urban Legend,Julian Richings
1962,Urban Legend,Robert Englund
1962,Urban Legend,Danielle Harris
1962,Urban Legend,Natasha Gregson Wagner
1962,Urban Legend,Gord Martineau
1962,Urban Legend,Kay Hawtrey
1962,Urban Legend,Angela Vint
1962,Urban Legend,J.C. Kenny
1962,Urban Legend,Vince Corazza
1962,Urban Legend,Balázs Koós
1963,Empire Records,Anthony LaPaglia
1963,Empire Records,Debi Mazar
1963,Empire Records,Maxwell Caulfield
1963,Empire Records,Rory Cochrane
1963,Empire Records,Johnny Whitworth
1963,Empire Records,Robin Tunney
1963,Empire Records,Renée Zellweger
1963,Empire Records,Ethan Embry
1963,Empire Records,Coyote Shivers
1963,Empire Records,Brendan Sexton III
1963,Empire Records,Liv Tyler
1963,Empire Records,James 'Kimo' Wills
1963,Empire Records,Ben Bode
1963,Empire Records,Gary Bolen
1963,Empire Records,Kimber Sissons
1963,Empire Records,Tony Zaar
1963,Empire Records,Patt Noday
1963,Empire Records,Julia Deane
1964,Kick-Ass,Aaron Taylor-Johnson
1964,Kick-Ass,Nicolas Cage
1964,Kick-Ass,Chloë Grace Moretz
1964,Kick-Ass,Garrett M. Brown
1964,Kick-Ass,Evan Peters
1964,Kick-Ass,Deborah Twiss
1964,Kick-Ass,Lyndsy Fonseca
1964,Kick-Ass,Sophie Wu
1964,Kick-Ass,Elizabeth McGovern
1964,Kick-Ass,Christopher Mintz-Plasse
1964,Kick-Ass,Stu 'Large' Riley
1964,Kick-Ass,Johnny Hopkins
1964,Kick-Ass,Ohene Cornelius
1964,Kick-Ass,Mark Strong
1964,Kick-Ass,Michael Rispoli
1964,Kick-Ass,Corey Johnson
1964,Kick-Ass,Kenneth Simmons
1964,Kick-Ass,Anthony Desio
1965,Down by Law,Tom Waits
1965,Down by Law,John Lurie
1965,Down by Law,Roberto Benigni
1965,Down by Law,Nicoletta Braschi
1965,Down by Law,Ellen Barkin
1965,Down by Law,Billie Neal
1965,Down by Law,Rockets Redglare
1965,Down by Law,Vernel Bagneris
1965,Down by Law,Timothea
1965,Down by Law,L.C. Drane
1965,Down by Law,Joy N. Houck Jr.
