title,genres_rotten,original_release_date,day,month,year,runtime,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Adventures of Mark Twain,"Action & Adventure, Animation, Kids & Family",01-03-85,01,03,1985,86,Fresh,80,5,Upright,82,1046,1,4,1
Deep Blue,"Documentary, Special Interest",17-06-05,17,06,2005,90,Fresh,67,52,Upright,80,4692,18,35,17
The Adventures of Robin Hood,"Action & Adventure, Classics, Romance",14-05-38,14,05,1938,102,Certified-Fresh,100,48,Upright,89,33946,8,48,0
Man Hunt,"Classics, Drama, Mystery & Suspense",01-01-41,01,01,1941,100,Fresh,92,12,Upright,75,554,0,11,1
Dead End,"Comedy, Horror, Mystery & Suspense",26-09-03,26,09,2003,83,Fresh,75,8,Upright,60,10373,1,6,2
Bandwagon,Comedy,12-09-97,12,09,1997,103,Fresh,80,5,Upright,91,386,1,4,1
Whore,"Art House & International, Drama",16-04-04,16,04,2004,77,Rotten,0,6,Upright,63,914,4,0,6
Tristan & Isolde,"Drama, Science Fiction & Fantasy, Romance",13-01-06,13,01,2006,126,Rotten,31,121,Upright,71,220956,36,38,83
Wild Side,"Art House & International, Drama",10-06-05,10,06,2005,94,Fresh,63,16,Upright,80,867,4,10,6
A Tale of Two Pizzas,Comedy,07-11-03,07,11,2003,82,Rotten,38,8,,,,5,3,5
Running Scared,"Action & Adventure, Drama, Mystery & Suspense",24-02-06,24,02,2006,121,Rotten,41,131,Upright,79,135400,39,54,77
Going the Distance,Comedy,20-08-04,20,08,2004,93,Rotten,0,5,Upright,61,13033,2,0,5
Ultraviolet,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",03-03-06,03,03,2006,88,Rotten,8,83,Spilled,30,279994,21,7,76
Home of the Brave,"Action & Adventure, Documentary, Drama, Special Interest",11-05-04,11,05,2004,75,Fresh,93,15,Spilled,48,866,7,14,1
Arthur and the Invisibles (Arthur and the Minimoys),"Animation, Kids & Family, Science Fiction & Fantasy",12-01-07,12,01,2007,94,Rotten,22,92,Spilled,56,134483,30,20,72
Malevolence,Horror,10-09-04,10,09,2004,90,Rotten,33,18,Upright,83,2622,4,6,12
Eternal,"Horror, Mystery & Suspense",26-08-04,26,08,2004,108,Rotten,21,34,Spilled,39,1295,10,7,27
A Farewell To Arms,"Classics, Drama, Romance",14-12-57,14,12,1957,150,Rotten,0,12,Spilled,37,1460,6,0,12
The Narrow Margin,"Classics, Drama, Mystery & Suspense",04-05-52,04,05,1952,71,Fresh,100,11,Upright,88,1135,0,11,0
The Matador,"Action & Adventure, Comedy, Drama, Mystery & Suspense",27-01-06,27,01,2006,97,Certified-Fresh,75,156,Upright,65,73701,39,117,39
Smile,"Art House & International, Comedy, Drama",08-04-05,08,04,2005,107,Rotten,15,13,Upright,66,2059,6,2,11
The Intruder (L'Intrus),"Art House & International, Drama",23-12-05,23,12,2005,130,Fresh,87,30,Upright,73,9701,10,26,4
Saint Ralph,"Comedy, Drama",05-08-05,05,08,2005,98,Fresh,64,69,Upright,85,6203,26,44,25
The Baxter,"Comedy, Romance",26-08-05,26,08,2005,91,Rotten,32,75,Upright,75,7436,25,24,51
Oliver Twist,"Drama, Kids & Family",30-09-05,30,09,2005,130,Fresh,61,143,Upright,63,23294,39,87,56
The Alamo,"Action & Adventure, Classics, Drama, Western",24-10-60,24,10,1960,192,Rotten,52,21,Upright,63,7337,4,11,10
G,"Drama, Romance",16-09-05,16,09,2005,96,Rotten,24,29,Upright,60,1143,17,7,22
Alexander the Great,Classics,28-03-56,28,03,1956,141,Rotten,0,8,Spilled,42,5383,1,0,8
Alfie,"Classics, Comedy, Drama, Romance",24-08-66,24,08,1966,114,Fresh,96,27,Upright,76,14669,6,26,1
Neverwas,"Drama, Mystery & Suspense",09-09-05,09,09,2005,102,Rotten,14,7,Upright,65,4059,1,1,6
The Second Chance,"Drama, Faith & Spirituality",17-02-06,17,02,2006,104,Rotten,44,16,Upright,78,79542,8,7,9
Moonlight,"Drama, Mystery & Suspense",17-10-03,17,10,2003,90,Fresh,60,10,Upright,67,1430,6,6,4
Aliens,"Action & Adventure, Horror, Science Fiction & Fantasy",18-07-86,18,07,1986,137,Certified-Fresh,97,76,Upright,94,429674,17,74,2
Rise: Blood Hunter,"Horror, Mystery & Suspense",01-06-07,01,06,2007,97,Rotten,36,14,Spilled,20,8239,2,5,9
All About Eve,"Classics, Drama",01-01-50,01,01,1950,138,Certified-Fresh,99,77,Upright,94,45248,22,76,1
When Do We Eat?,Comedy,07-04-06,07,04,2006,87,Rotten,42,38,Upright,68,1121,19,16,22
The Mostly Unfabulous Social Life of Ethan Green,"Comedy, Drama",16-06-06,16,06,2006,88,Rotten,30,27,Spilled,58,2394,13,8,19
Dirty,Drama,24-02-06,24,02,2006,97,Rotten,21,28,Spilled,42,7326,10,6,22
Stay Alive,"Horror, Mystery & Suspense",24-03-06,24,03,2006,85,Rotten,10,59,Spilled,55,113424,18,6,53
All of Me,"Comedy, Science Fiction & Fantasy",21-09-84,21,09,1984,93,Certified-Fresh,85,41,Upright,67,14346,10,35,6
All Quiet on the Western Front,Drama,,00,01,1900,156,Fresh,100,5,Upright,69,7588,0,5,0
Dreamland,"Art House & International, Drama",19-12-06,19,12,2006,88,Fresh,67,15,Upright,65,5650,5,10,5
Independent Lens,"Documentary, Special Interest",06-10-06,06,10,2006,77,Certified-Fresh,84,50,Upright,84,1854,22,42,8
All the King's Men,"Classics, Drama",08-11-49,08,11,1949,109,Certified-Fresh,95,42,Upright,78,4866,9,40,2
Street Fight,"Documentary, Special Interest",01-01-05,01,01,2005,86,Fresh,100,22,Upright,93,2989,11,22,0
Lost Horizon,"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",17-03-73,17,03,1973,143,Rotten,20,5,Spilled,45,455,2,1,4
The Motel,"Comedy, Drama",28-06-05,28,06,2005,76,Fresh,88,32,Upright,64,4038,14,28,4
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"Documentary, Sports & Fitness",18-05-06,18,05,2006,97,Certified-Fresh,81,59,Upright,80,1416,22,48,11
Requiem,"Art House & International, Drama, Horror, Mystery & Suspense",20-10-06,20,10,2006,92,Fresh,86,36,Upright,66,4728,17,31,5
Gui si (Silk),"Art House & International, Horror, Mystery & Suspense",24-05-06,24,05,2006,117,Rotten,40,5,Spilled,57,2531,2,2,3
Park,"Art House & International, Comedy, Drama",12-06-06,12,06,2006,86,Rotten,36,11,Spilled,48,684,6,4,7
The 4th Dimension,"Drama, Science Fiction & Fantasy",01-04-06,01,04,2006,82,Fresh,63,8,Spilled,31,394,2,5,3
"Bon Cop, Bad Cop","Action & Adventure, Comedy",04-07-06,04,07,2006,116,Fresh,78,9,Upright,82,20404,2,7,2
Amazing Grace,"Drama, Mystery & Suspense",23-02-07,23,02,2007,116,Fresh,67,126,Upright,85,54320,37,85,41
The Silence,"Action & Adventure, Drama, Mystery & Suspense, Television",,00,01,1900,104,Rotten,50,6,Spilled,38,374,4,3,3
Cocaine Cowboys,Documentary,27-10-06,27,10,2006,116,Fresh,69,51,Upright,79,77110,25,35,16
Gone,"Horror, Mystery & Suspense",09-03-07,09,03,2007,88,Rotten,54,13,Spilled,20,3329,4,7,6
The Situation,"Drama, Mystery & Suspense",18-10-06,18,10,2006,106,Rotten,35,48,Spilled,58,2381,25,17,31
Snow Blind,"Documentary, Sports & Fitness",01-12-06,01,12,2006,105,Rotten,20,5,,,,4,1,4
Four Sheets to the Wind,"Art House & International, Drama",22-01-07,22,01,2007,81,Fresh,100,7,Upright,61,519,2,7,0
The Tiger's Tail,"Comedy, Drama, Mystery & Suspense",26-09-06,26,09,2006,106,Rotten,14,21,Spilled,30,660,5,3,18
It's a Boy Girl Thing,"Comedy, Romance",26-12-06,26,12,2006,95,Fresh,67,9,Upright,61,30371,0,6,3
Slipstream,"Art House & International, Comedy, Drama, Science Fiction & Fantasy",26-10-07,26,10,2007,97,Rotten,25,40,Spilled,29,3523,14,10,30
Delirious,"Comedy, Drama",15-08-07,15,08,2007,107,Certified-Fresh,83,63,Spilled,57,8464,25,52,11
Interview,"Art House & International, Drama",13-07-07,13,07,2007,84,Rotten,58,125,Spilled,55,25860,44,72,53
American Anthem,"Action & Adventure, Documentary, Drama",01-06-86,01,06,1986,102,Rotten,0,16,Upright,65,1341,6,0,16
The Ten,Comedy,18-01-07,18,01,2007,99,Rotten,35,82,Spilled,40,77951,28,29,53
The Happening,"Drama, Mystery & Suspense, Science Fiction & Fantasy",11-06-08,11,06,2008,89,Rotten,17,183,Spilled,24,370222,42,32,151
Molière,Comedy,27-07-07,27,07,2007,120,Fresh,69,89,Upright,79,10937,32,61,28
Straightheads (Closure),"Drama, Mystery & Suspense",27-04-07,27,04,2007,88,Rotten,40,20,Spilled,32,4645,7,8,12
Borderland,"Drama, Horror, Mystery & Suspense",09-11-07,09,11,2007,104,Fresh,100,8,Spilled,43,4194,0,8,0
Spiral,"Drama, Mystery & Suspense",27-01-07,27,01,2007,90,Rotten,55,11,Spilled,59,9001,1,6,5
Alexandra,Drama,25-05-07,25,05,2007,95,Certified-Fresh,88,59,Upright,69,1333,24,52,7
Blood and Tears: The Arab-Israeli Conflict,Documentary,15-06-07,15,06,2007,73,Rotten,50,6,Spilled,33,1719,2,3,3
The Cool School,"Documentary, Musical & Performing Arts",07-03-08,07,03,2008,86,Fresh,92,26,Upright,63,514,12,24,2
Pathology,"Drama, Mystery & Suspense",18-04-08,18,04,2008,93,Rotten,45,22,Spilled,39,49454,6,10,12
Disney's A Christmas Carol,"Animation, Drama, Kids & Family, Science Fiction & Fantasy",06-11-09,06,11,2009,95,Rotten,52,201,Spilled,58,776189,47,105,96
Deep Water,"Documentary, Special Interest",03-09-06,03,09,2006,93,Certified-Fresh,96,55,Upright,87,4961,22,53,2
Road to Victory,"Art House & International, Drama, Sports & Fitness",18-03-07,18,03,2007,99,Fresh,78,9,Upright,78,89,0,7,2
Beverly Hills Chihuahua,Comedy,30-09-08,30,09,2008,91,Rotten,40,99,Spilled,52,186570,29,40,59
Fireflies in the Garden,Drama,14-10-11,14,10,2011,98,Rotten,22,54,Spilled,45,45155,23,12,42
The Eye,"Drama, Horror, Mystery & Suspense",01-02-08,01,02,2008,97,Rotten,21,80,Spilled,43,303458,13,17,63
Day of the Dead,"Horror, Mystery & Suspense",01-04-08,01,04,2008,87,Rotten,13,8,Spilled,22,11098,0,1,7
My Best Friend's Girl,"Comedy, Drama",18-09-08,18,09,2008,103,Rotten,14,59,Spilled,46,86594,17,8,51
The Burrowers,"Horror, Mystery & Suspense, Western",01-09-08,01,09,2008,96,Fresh,75,12,Spilled,34,10869,1,9,3
The Midnight Meat Train,"Drama, Horror, Mystery & Suspense",14-08-08,14,08,2008,100,Fresh,73,33,Spilled,50,143577,5,24,9
The Lucky Ones,"Comedy, Drama",26-09-08,26,09,2008,115,Rotten,37,75,Spilled,54,11792,29,28,47
Run Fatboy Run,Comedy,07-09-07,07,09,2007,100,Rotten,47,154,Upright,64,102884,39,72,82
Closing Escrow,Comedy,28-02-07,28,02,2007,95,Rotten,54,13,Spilled,36,1123,7,7,6
Whiteout,"Action & Adventure, Drama, Mystery & Suspense",11-09-09,11,09,2009,101,Rotten,7,116,Spilled,21,538861,28,8,108
Randy and the Mob,"Comedy, Documentary",13-10-07,13,10,2007,99,Rotten,56,9,Spilled,39,288,4,5,4
Black Irish,Drama,26-10-07,26,10,2007,94,Rotten,31,13,Spilled,58,1685,3,4,9
Wild Child,Comedy,14-08-08,14,08,2008,98,Rotten,41,27,Upright,61,17496,9,11,16
Powder Blue,Drama,08-05-09,08,05,2009,108,Rotten,25,8,Spilled,40,7416,2,2,6
King Corn,"Documentary, Musical & Performing Arts, Special Interest",12-10-07,12,10,2007,90,Fresh,96,26,Upright,78,3201,12,25,1
L' Avocat de la Terreur (Terror's Advocate),"Art House & International, Documentary, Special Interest",18-05-07,18,05,2007,138,Certified-Fresh,87,46,Upright,67,1952,18,40,6
Darfur Now,"Documentary, Drama, Musical & Performing Arts, Special Interest",09-11-07,09,11,2007,99,Fresh,73,59,Upright,73,2308,29,43,16
Laaga Chunari Mein Daag - Journey of a Woman,"Art House & International, Drama",12-10-07,12,10,2007,138,Rotten,50,6,Spilled,58,3785,1,3,3
Rails & Ties,Drama,26-10-07,26,10,2007,101,Rotten,34,47,Spilled,58,10100,22,16,31
Mr. Untouchable,Documentary,26-10-07,26,10,2007,92,Fresh,73,26,Spilled,54,732,15,19,7
House,"Drama, Horror, Mystery & Suspense",07-11-08,07,11,2008,88,Rotten,0,13,Spilled,27,16715,1,0,13
Canvas,Drama,12-10-07,12,10,2007,101,Fresh,78,27,Upright,62,571,16,21,6
Skid Row,"Documentary, Special Interest",24-08-07,24,08,2007,80,Fresh,83,6,Spilled,55,389,2,5,1
Saawariya,"Art House & International, Drama, Musical & Performing Arts, Romance",09-11-07,09,11,2007,146,Rotten,38,21,Spilled,46,5828,10,8,13
Aaja Nachle,"Art House & International, Drama, Musical & Performing Arts, Romance",30-11-07,30,11,2007,147,Fresh,67,6,Upright,72,4354,2,4,2
Flawless,"Drama, Mystery & Suspense",28-03-08,28,03,2008,106,Rotten,55,95,Spilled,54,12577,29,52,43
What Happens in Vegas,"Comedy, Romance",22-04-08,22,04,2008,99,Rotten,26,133,Upright,65,501711,38,34,99
Appaloosa,"Action & Adventure, Western",03-10-08,03,10,2008,116,Certified-Fresh,76,164,Spilled,55,55694,43,125,39
Good,Drama,08-09-08,08,09,2008,96,Rotten,32,71,Spilled,32,41569,27,23,48
The Visitor,Drama,25-04-08,25,04,2008,103,Certified-Fresh,89,120,Upright,84,127079,30,107,13
Meet Bill,Comedy,04-04-08,04,04,2008,92,Rotten,20,20,Spilled,44,8165,6,4,16
Married Life,"Comedy, Drama, Mystery & Suspense, Romance",07-03-08,07,03,2008,90,Rotten,54,118,Spilled,36,5083,38,64,54
Badland,Drama,30-11-07,30,11,2007,165,Rotten,16,19,Spilled,54,294,7,3,16
The Oxford Murders,"Art House & International, Drama, Horror, Mystery & Suspense",06-08-10,06,08,2010,110,Rotten,17,12,Spilled,33,14554,3,2,10
Untraceable,"Drama, Horror, Mystery & Suspense",25-01-08,25,01,2008,101,Rotten,16,148,Spilled,52,225138,41,24,124
The Informers,"Drama, Mystery & Suspense",24-04-09,24,04,2009,98,Rotten,12,105,Spilled,18,18505,38,13,92
Meeting Resistance,"Documentary, Special Interest",19-10-07,19,10,2007,84,Fresh,82,22,Spilled,47,200,11,18,4
The Freshman,"Comedy, Drama",20-07-90,20,07,1990,102,Certified-Fresh,94,49,Upright,61,11850,17,46,3
Guta-yubalja-deul (A Bloody Aria),"Art House & International, Drama, Mystery & Suspense",31-05-06,31,05,2006,115,Rotten,42,24,Spilled,40,297,12,10,14
Kenny,Comedy,21-03-08,21,03,2008,100,Fresh,100,25,Upright,86,8978,11,25,0
The Rocker,"Comedy, Drama",12-06-08,12,06,2008,102,Rotten,41,123,Spilled,46,44190,39,50,73
The Perfect Holiday,"Kids & Family, Romance",12-12-07,12,12,2007,96,Rotten,19,59,Spilled,52,159645,25,11,48
La Graine et le Mulet (The Secret of the Grain) (Couscous),"Art House & International, Drama",03-09-07,03,09,2007,151,Certified-Fresh,93,54,Upright,76,9062,19,50,4
Land of the Lost,"Action & Adventure, Comedy, Science Fiction & Fantasy",05-06-09,05,06,2009,102,Rotten,26,190,Spilled,32,542684,50,49,141
[Rec],"Art House & International, Horror, Special Interest",23-11-07,23,11,2007,78,Fresh,89,37,Upright,82,50437,5,34,4
Look,"Comedy, Drama",14-12-07,14,12,2007,98,Fresh,60,35,Spilled,56,709,11,21,14
And God Created Woman,"Classics, Comedy, Drama, Romance",01-01-88,01,01,1988,98,Rotten,38,8,Spilled,33,1598,1,3,5
The Box,"Horror, Mystery & Suspense, Science Fiction & Fantasy",06-11-09,06,11,2009,113,Rotten,44,155,Spilled,24,359098,30,68,87
Man in the Chair,"Comedy, Drama",07-12-07,07,12,2007,109,Rotten,50,36,Upright,68,931,15,18,18
Undoing,"Drama, Mystery & Suspense",24-06-06,24,06,2006,90,Rotten,31,13,Spilled,26,372,5,4,9
Black Water,"Horror, Mystery & Suspense",19-02-08,19,02,2008,90,Fresh,80,20,Spilled,39,3952,8,16,4
21,"Drama, Mystery & Suspense",28-03-08,28,03,2008,122,Rotten,35,170,Upright,66,367852,40,60,110
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),"Art House & International, Drama, Romance",15-02-07,15,02,2007,137,Fresh,70,66,Spilled,52,865,30,46,20
Ben X,"Art House & International, Drama, Mystery & Suspense",26-09-07,26,09,2007,93,Fresh,68,38,Upright,80,6744,15,26,12
Body of Lies,"Drama, Mystery & Suspense",08-10-08,08,10,2008,128,Rotten,55,213,Upright,62,130010,54,117,96
Passengers,"Drama, Mystery & Suspense",24-10-08,24,10,2008,92,Rotten,19,31,Spilled,35,29523,11,6,25
The Grand,Comedy,11-01-08,11,01,2008,104,Rotten,40,43,Spilled,43,3058,17,17,26
The Hammer,Comedy,26-04-07,26,04,2007,93,Certified-Fresh,80,40,Upright,90,4944,17,32,8
Shutter,"Horror, Mystery & Suspense",19-03-08,19,03,2008,85,Rotten,9,66,Spilled,33,241178,13,6,60
Priest,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",13-05-11,13,05,2011,87,Rotten,15,100,Spilled,46,86623,18,15,85
The Broken,"Horror, Mystery & Suspense",,00,01,1900,88,Rotten,49,39,Spilled,25,2548,10,19,20
The Escapist,"Art House & International, Mystery & Suspense",21-01-08,21,01,2008,103,Fresh,64,45,Upright,63,14816,13,29,16
Sugar,"Drama, Sports & Fitness",21-01-08,21,01,2008,118,Certified-Fresh,92,137,Upright,80,12642,45,126,11
Quid Pro Quo,"Drama, Mystery & Suspense",20-01-08,20,01,2008,81,Fresh,61,36,Spilled,54,1775,17,22,14
Red,"Drama, Mystery & Suspense",08-08-08,08,08,2008,95,Fresh,70,27,Upright,68,2607,11,19,8
The Guitar,Drama,07-11-08,07,11,2008,95,Rotten,33,18,Spilled,55,1058,10,6,12
The Road,"Drama, Mystery & Suspense, Science Fiction & Fantasy",25-11-09,25,11,2009,110,Certified-Fresh,73,215,Upright,68,248465,53,158,57
G-Force,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",24-07-09,24,07,2009,88,Rotten,22,127,Spilled,39,964669,37,28,99
The Other Man,Drama,03-12-08,03,12,2008,90,Rotten,15,39,Spilled,18,4522,17,6,33
The Duchess,Drama,05-09-08,05,09,2008,109,Fresh,62,170,Upright,67,68912,48,105,65
The Women,"Comedy, Drama",04-09-08,04,09,2008,114,Rotten,14,148,Spilled,38,62045,44,20,128
Public Enemies,"Action & Adventure, Drama",01-07-09,01,07,2009,140,Fresh,68,278,Spilled,59,633778,58,188,90
Night and Day (Bam gua nat),"Art House & International, Drama",23-10-09,23,10,2009,,Fresh,93,14,Upright,68,336,5,13,1
Julia,"Art House & International, Drama, Mystery & Suspense",08-05-09,08,05,2009,144,Certified-Fresh,72,58,Upright,67,17308,20,42,16
Angel and the Badman,"Classics, Western, Romance",15-02-47,15,02,1947,100,Fresh,71,7,Upright,67,6982,0,5,2
Fade to Black,Mystery & Suspense,09-10-06,09,10,2006,105,Rotten,29,7,Spilled,34,284,4,2,5
Angel Heart,"Drama, Mystery & Suspense",06-03-87,06,03,1987,113,Fresh,79,29,Upright,81,30089,3,23,6
Old Dogs,"Comedy, Drama, Kids & Family",25-11-09,25,11,2009,88,Rotten,5,110,Spilled,44,182900,35,6,104
Surrogates,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",25-09-09,25,09,2009,88,Rotten,37,116,Spilled,38,295050,27,43,73
The Promotion,Comedy,09-03-08,09,03,2008,86,Rotten,53,77,Spilled,28,84738,28,41,36
Notorious,"Drama, Musical & Performing Arts",16-01-09,16,01,2009,122,Rotten,52,146,Upright,65,97063,50,76,70
Soul Men,"Comedy, Musical & Performing Arts",07-11-08,07,11,2008,100,Rotten,46,98,Spilled,58,54256,33,45,53
Igor,"Animation, Comedy, Kids & Family",19-09-08,19,09,2008,86,Rotten,39,93,Spilled,38,82504,30,36,57
The Matador,"Documentary, Special Interest",10-03-08,10,03,2008,75,Fresh,73,15,Upright,65,205,6,11,4
The Auteur,Comedy,01-01-08,01,01,2008,80,Fresh,67,6,Spilled,41,266,1,4,2
The Caller,"Drama, Mystery & Suspense",26-09-08,26,09,2008,95,Rotten,13,16,Spilled,19,334,6,2,14
Sin Nombre,"Drama, Mystery & Suspense",20-03-09,20,03,2009,96,Certified-Fresh,88,120,Upright,89,21295,40,106,14
Das Haus der Schlafenden Schönen (House of the Sleeping Beauties),"Art House & International, Drama",14-11-08,14,11,2008,99,Rotten,28,18,Spilled,17,173,7,5,13
The Stone Angel,Drama,12-09-07,12,09,2007,115,Rotten,44,25,Spilled,58,3026,11,11,14
Alvin and the Chipmunks: The Squeakquel,"Animation, Comedy, Kids & Family",23-12-09,23,12,2009,89,Rotten,20,84,Spilled,49,368619,30,17,67
Un Conte de Noël (A Christmas Tale),"Art House & International, Comedy, Drama",14-11-08,14,11,2008,150,Certified-Fresh,86,132,Upright,66,23425,39,113,19
The Rebound,"Comedy, Romance",06-02-09,06,02,2009,97,Rotten,41,27,Spilled,46,31189,3,11,16
Ripple Effect,Drama,11-07-08,11,07,2008,83,Rotten,29,7,,,,3,2,5
"1,000 Times Good Night",Drama,24-10-14,24,10,2014,117,Fresh,71,55,Upright,65,1884,22,39,16
Harold,Comedy,11-07-08,11,07,2008,94,Rotten,31,16,Spilled,41,793,6,5,11
Push,"Mystery & Suspense, Science Fiction & Fantasy",06-02-09,06,02,2009,111,Rotten,23,127,Spilled,42,2026452,31,29,98
Felon,"Action & Adventure, Drama, Mystery & Suspense",17-07-08,17,07,2008,104,Fresh,63,24,Upright,82,13899,13,15,9
Scar,"Drama, Horror, Mystery & Suspense",20-05-07,20,05,2007,78,Rotten,0,18,Spilled,11,689,7,0,18
The Unborn,"Horror, Mystery & Suspense",09-01-09,09,01,2009,88,Rotten,10,119,Spilled,30,831848,25,12,107
Bitch Slap,Action & Adventure,08-01-10,08,01,2010,104,Rotten,29,17,Spilled,29,10344,4,5,12
Forever Strong,Drama,26-09-08,26,09,2008,112,Rotten,29,21,Upright,75,9885,10,6,15
Chocolate,"Action & Adventure, Art House & International",06-02-08,06,02,2008,110,Fresh,74,34,Upright,73,12249,11,25,9
Fireproof,Drama,26-09-08,26,09,2008,122,Rotten,38,21,Upright,82,39765,7,8,13
Dostana,"Art House & International, Comedy",13-11-08,13,11,2008,145,Fresh,87,15,Upright,68,4448,4,13,2
The Garden,"Documentary, Special Interest",18-06-08,18,06,2008,80,Fresh,79,24,Upright,85,457,10,19,5
Splinter,"Horror, Mystery & Suspense",31-10-08,31,10,2008,82,Fresh,73,37,Spilled,49,13218,16,27,10
Leaves of Grass,"Comedy, Drama, Mystery & Suspense",02-04-10,02,04,2010,104,Fresh,61,38,Spilled,49,15345,15,23,15
Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),Romance,11-12-08,11,12,2008,96,Fresh,78,9,Upright,71,4363,2,7,2
The Proposal,"Comedy, Romance",19-06-09,19,06,2009,108,Rotten,45,188,Upright,67,860325,47,84,104
Gigantic,"Comedy, Romance",03-04-09,03,04,2009,99,Rotten,36,83,Spilled,34,97063,27,30,53
Fuel,"Documentary, Special Interest",17-10-08,17,10,2008,111,Fresh,72,18,Upright,82,8322,7,13,5
Hush,Mystery & Suspense,01-02-09,01,02,2009,91,Rotten,50,8,Spilled,37,1587,2,4,4
Anna Karenina,"Classics, Drama, Romance",01-01-35,01,01,1935,95,Fresh,93,14,Upright,69,3066,0,13,1
Orphan,"Drama, Horror, Mystery & Suspense",24-07-09,24,07,2009,123,Rotten,56,154,Upright,63,872860,42,86,68
My Sister's Keeper,Drama,26-06-09,26,06,2009,108,Rotten,48,137,Upright,72,365345,42,66,71
The Hangover,Comedy,05-06-09,05,06,2009,99,Certified-Fresh,78,239,Upright,84,943179,51,187,52
The Stepfather,"Horror, Mystery & Suspense",16-10-09,16,10,2009,101,Rotten,11,63,Spilled,35,982237,15,7,56
Okuribito (Departures),"Art House & International, Drama",29-05-09,29,05,2009,130,Certified-Fresh,80,108,Upright,92,51962,37,86,22
Boogie (Summer Holiday),"Comedy, Drama",16-05-08,16,05,2008,102,Fresh,100,10,Upright,67,354,4,10,0
Prima Ballerina,"Art House & International, Special Interest",16-01-09,16,01,2009,,Fresh,81,26,Upright,100,24,10,21,5
Season of the Witch,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",07-01-11,07,01,2011,95,Rotten,11,124,Spilled,30,79868,30,14,110
Shuttle,Mystery & Suspense,08-03-09,08,03,2009,106,Rotten,50,22,Spilled,36,1554,7,11,11
Miss March,Comedy,13-03-09,13,03,2009,89,Rotten,5,80,Spilled,29,79384,21,4,76
An American Affair,"Drama, Mystery & Suspense",27-02-09,27,02,2009,93,Rotten,16,37,Spilled,41,1722,17,6,31
Grace,"Drama, Horror",14-08-09,14,08,2009,94,Fresh,71,31,Spilled,31,10269,4,22,9
Endgame,"Drama, Mystery & Suspense",06-11-09,06,11,2009,109,Fresh,71,7,Spilled,57,662,2,5,2
The Red Baron (Der rote Baron),"Action & Adventure, Drama, Romance",31-03-08,31,03,2008,106,Rotten,20,25,Spilled,43,11070,9,5,20
The Objective,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",24-04-08,24,04,2008,90,Rotten,33,12,Spilled,32,3690,3,4,8
Happy Tears,"Comedy, Drama",19-02-10,19,02,2010,96,Rotten,27,33,Spilled,21,1551,15,9,24
